Vernacular;Family;Genus;Species
maho rouge;Lecythidaceae;Lecythis;persistens
maho noir;Lecythidaceae;Eschweilera;sagotiana
Symphonia;Clusiaceae;Symphonia;sp.1
baaka apisi;Meliaceae;Trichilia;schomburgkii
singabasu;Sapindaceae;Matayba;guianensis
Symphonia;Clusiaceae;Symphonia;sp.1
patawa;Arecaceae;Oenocarpus;bataua
meli;Lecythidaceae;Lecythis;poiteaui
bakuman;Sapotaceae;Pouteria;fimbriata
lebi koko;Chrysobalanaceae;Licania;alba
kodia weko;Fabaceae;Inga;melinonis
wapa;Fabaceae;Eperua;falcata
Symphonia;Clusiaceae;Symphonia;sp.1
goupi;Goupiaceae;Goupia;glabra
wapa;Fabaceae;Eperua;falcata
boco;Fabaceae;Bocoa;prouacensis
lebi koko;Chrysobalanaceae;Licania;alba
wapa;Fabaceae;Eperua;falcata
wapa;Fabaceae;Eperua;falcata
busi kiki kisi;Boraginaceae;Cordia;sagotii
tossopassa mar‚cage;Myristicaceae;Iryanthera;hostmannii
weti mapa;Apocynaceae;Macoubea;guianensis
wapa;Fabaceae;Eperua;falcata
wapa;Fabaceae;Eperua;falcata
boco;Fabaceae;Bocoa;prouacensis
maho noir;Lecythidaceae;Eschweilera;sagotiana
patawa;Arecaceae;Oenocarpus;bataua
man tapuhupa;Lecythidaceae;Gustavia;hexapetala
wapa;Fabaceae;Eperua;falcata
encens;Burseraceae;Protium;subserratum
wakapu;Fabaceae;Vouacapoua;americana
maho rouge;Lecythidaceae;Lecythis;persistens
wapa;Fabaceae;Eperua;falcata
lebi koko;Chrysobalanaceae;Licania;alba
encens;Anacardiaceae;Thyrsodium;guianense
man tapuhupa;Lecythidaceae;Gustavia;hexapetala
maho rouge;Lecythidaceae;Lecythis;corrugata subsp. corrugata
busi mango;Clusiaceae;Tovomita;sp.5CAY-ATDN
topi;Melastomataceae;Mouriri;crassifolia
wan ede;Simaroubaceae;Simaba;cedron
lebi koko;Chrysobalanaceae;Licania;alba
tossopassa mar‚cage;Myristicaceae;Iryanthera;hostmannii
wakapu gitin;Fabaceae;Recordoxylon;speciosum
copaya;Bignoniaceae;Jacaranda;copaia
maho noir;Myristicaceae;Iryanthera;hostmannii
wakapu;Fabaceae;Vouacapoua;americana
maho rouge;Lecythidaceae;Lecythis;persistens
maho rouge;Lecythidaceae;Lecythis;persistens
niamisi udu;Nyctaginaceae;Indet.Nyctaginaceae;sp.7CAY-ATDN
wakapu gitin;Fabaceae;Recordoxylon;speciosum
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;coriacea
maho noir;Lecythidaceae;Indet.Lecythidaceae;sp.7Guyafor
maho rouge;Lecythidaceae;Eschweilera;micrantha
wakapu;Fabaceae;Vouacapoua;americana
baaka apisi;Lauraceae;Rhodostemonodaphne;grandis
maho noir;Lecythidaceae;Eschweilera;sagotiana
weti sali;Burseraceae;Tetragastris;hostmannii
busi mango;Clusiaceae;Tovomita;Indet.
maho rouge;Lecythidaceae;Lecythis;persistens
gaan moni;Burseraceae;Dacryodes;nitens
maho noir;Lecythidaceae;Eschweilera;sagotiana
busi kanambuli;Simaroubaceae;Simaba;morettii
wan ede;Simaroubaceae;Simaba;cedron
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho rouge;Lecythidaceae;Lecythis;persistens
lebi koko;Chrysobalanaceae;Licania;alba
kwasi tiki;Olacaceae;Minquartia;guianensis
boliken koko;Chrysobalanaceae;Licania;heteromorpha
wakapu;Fabaceae;Vouacapoua;americana
niamboka;Sapotaceae;Pouteria;jariensis
wapa;Fabaceae;Eperua;falcata
boliken koko;Chrysobalanaceae;Licania;heteromorpha
wapa;Fabaceae;Eperua;falcata
kukuniefu;Clusiaceae;Garcinia;madruno
carapa;Meliaceae;Carapa;surinamensis
boliken koko;Chrysobalanaceae;Licania;heteromorpha
dokali;Moraceae;Brosimum;rubescens
santi koko;Chrysobalanaceae;Licania;membranacea
weti udu;Loganiaceae;Antonia;ovata
santi koko;Chrysobalanaceae;Licania;membranacea
wakapu gitin;Fabaceae;Recordoxylon;speciosum
wapa;Fabaceae;Eperua;falcata
mutsenge tsenge;Chrysobalanaceae;Parinari;montana
bakuman;Sapotaceae;Micropholis;guyanensis
baaka mapa;Apocynaceae;Couma;guianensis
weti koko;Siparunaceae;Siparuna;decipiens
muamba;Annonaceae;Oxandra;asbeckii
diankatu;Celastraceae;Maytenus;oblongata
weti sali;Burseraceae;Tetragastris;hostmannii
supun udu;Malvaceae;Lueheopsis;rugosa
bofom peto;Dichapetalaceae;Tapura;capitulifera
wapa;Fabaceae;Eperua;falcata
maho noir;Lecythidaceae;Eschweilera;sagotiana
‚bŠne verte;Fabaceae;Platymiscium;pinnatum
maho noir;Lecythidaceae;Eschweilera;sagotiana
wapa;Fabaceae;Eperua;falcata
bakuman;Sapotaceae;Pouteria;gongrijpii
weti paya;Moraceae;Brosimum;guianense
adugue;Fabaceae;Swartzia;arborescens
santi koko;Chrysobalanaceae;Licania;membranacea
mamadosu;Rubiaceae;Duroia;longiflora
wapa;Fabaceae;Eperua;falcata
kodia weko;Fabaceae;Inga;rubiginosa
meli;Lecythidaceae;Eschweilera;congestiflora
maho rouge;Lecythidaceae;Lecythis;persistens
muamba;Annonaceae;Oxandra;asbeckii
wapa;Fabaceae;Eperua;falcata
maho noir;Lecythidaceae;Eschweilera;sagotiana
lebi koko;Chrysobalanaceae;Licania;alba
tingi moni;Burseraceae;Protium;plagiocarpium
maho rouge;Lecythidaceae;Lecythis;persistens
taapu tiki;Cardiopteridaceae;Dendrobangia;boliviana
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Lecythis;persistens
wapa;Fabaceae;Eperua;falcata
agui;Fabaceae;Swartzia;panacoco
kakabuku;Fabaceae;Swartzia;panacoco
tatu udu;Sapindaceae;Talisia;simaboides
agusiton;Rubiaceae;Posoqueria;latifolia
wapa;Fabaceae;Eperua;falcata
baaka mapa;Apocynaceae;Couma;guianensis
carapa;Meliaceae;Carapa;surinamensis
maho rouge;Lecythidaceae;Lecythis;persistens
maho rouge;Lecythidaceae;Lecythis;persistens
wapa;Fabaceae;Eperua;falcata
maho noir;Lecythidaceae;Eschweilera;sagotiana
lebi koko;Chrysobalanaceae;Licania;alba
muamba;Annonaceae;Oxandra;asbeckii
wakapu gitin;Fabaceae;Recordoxylon;speciosum
lebi koko;Chrysobalanaceae;Licania;alba
maho rouge;Lecythidaceae;Lecythis;persistens
tatu udu;Sapindaceae;Talisia;praealta
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
Moronobea;Clusiaceae;Moronobea;coccinea
tatu udu;Sapindaceae;Talisia;hexaphylla
supun udu;Malvaceae;Theobroma;subincanum
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
encens;Burseraceae;Protium;subserratum
carapa;Meliaceae;Carapa;surinamensis
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
weti pedieku;Annonaceae;Xylopia;nitida
aganiamai;Anacardiaceae;Tapirira;obtusa
kusisi;Euphorbiaceae;Conceveiba;guianensis
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
santi koko;Chrysobalanaceae;Licania;membranacea
busi mango;Clusiaceae;Tovomita;obovata
tatu udu;Sapindaceae;Talisia;hexaphylla
c?ur dehors;Fabaceae;Andira;coriacea
wata tiki;Euphorbiaceae;Sandwithia;guyanensis
aganananga;Malvaceae;Catostemma;fragrans
patawa;Arecaceae;Oenocarpus;bataua
Symphonia;Clusiaceae;Symphonia;sp.1
busi mango;Clusiaceae;Tovomita;obovata
muamba;Annonaceae;Oxandra;asbeckii
Eperua grandiflora;Fabaceae;Eperua;grandiflora
man tapuhupa;Lecythidaceae;Gustavia;hexapetala
muamba;Annonaceae;Oxandra;asbeckii
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
busi mango;Clusiaceae;Tovomita;obovata
wakapu;Fabaceae;Vouacapoua;americana
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
wapa;Fabaceae;Eperua;falcata
wapa;Fabaceae;Eperua;falcata
patawa;Arecaceae;Oenocarpus;bataua
gaan moni;Burseraceae;Dacryodes;sp.4CAY-ATDN
muamba;Annonaceae;Oxandra;asbeckii
sipiki udu;Celastraceae;Maytenus;oblongata
baaka koko;Chrysobalanaceae;Licania;membranacea
patawa;Arecaceae;Oenocarpus;bataua
singabasu;Sapindaceae;Cupania;rubiginosa
patawa;Arecaceae;Oenocarpus;bataua
encens;Burseraceae;Protium;opacum
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
maho rouge;Lecythidaceae;Lecythis;persistens
maho noir;Lecythidaceae;Eschweilera;collina
encens;Burseraceae;Protium;subserratum
mesupu;Malpighiaceae;Byrsonima;laevigata
maho rouge;Lecythidaceae;Lecythis;persistens
maho rouge;Lecythidaceae;Lecythis;persistens
-;Dichapetalaceae;Tapura;capitulifera
mapa;Apocynaceae;Tabernaemontana;attenuata
Eperua grandiflora;Fabaceae;Eperua;falcata
weti udu;Euphorbiaceae;Mabea;piriri
malobi;Sapotaceae;Pouteria;sagotiana
wan ede;Simaroubaceae;Simaba;cedron
boliken koko;Chrysobalanaceae;Couepia;habrantha
muamba;Annonaceae;Oxandra;asbeckii
Symphonia;Clusiaceae;Symphonia;sp.1
wapa;Fabaceae;Eperua;falcata
patawa;Arecaceae;Oenocarpus;bataua
lebi koko;Chrysobalanaceae;Licania;alba
mesupu;Melastomataceae;Henriettella;flavescens
lebi koko;Chrysobalanaceae;Licania;alba
wapa;Fabaceae;Eperua;falcata
wata tiki;Euphorbiaceae;Sandwithia;guyanensis
patawa;Arecaceae;Oenocarpus;bataua
muamba;Annonaceae;Oxandra;asbeckii
aso udu;Annonaceae;Anaxagorea;dolichocarpa
maho rouge;Lecythidaceae;Lecythis;persistens
muamba;Annonaceae;Oxandra;asbeckii
-;Sapotaceae;Micropholis;venulosa
busi mango;Clusiaceae;Tovomita;sp.11CAY-ATDN
kusisi;Euphorbiaceae;Conceveiba;guianensis
singabasu;Sapindaceae;Cupania;rubiginosa
wan ede;Simaroubaceae;Simaba;cedron
copaya;Bignoniaceae;Jacaranda;copaia
wapa;Fabaceae;Eperua;falcata
-;Fabaceae;Vouacapoua;americana
topi;Euphorbiaceae;Chaetocarpus;schomburgkianus
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
koko;Fabaceae;Eperua;falcata
singabasu;Sapindaceae;Cupania;rubiginosa
patawa;Arecaceae;Oenocarpus;bataua
wapa;Fabaceae;Eperua;falcata
copaya;Bignoniaceae;Jacaranda;copaia
wapa;Fabaceae;Eperua;falcata
wapa;Fabaceae;Eperua;falcata
aganiamai;Anacardiaceae;Tapirira;guianensis
mesupu;Melastomataceae;Miconia;tschudyoides
mesupu;Melastomataceae;Miconia;tschudyoides
koko;Lecythidaceae;Eschweilera;decolorans
wan ede;Simaroubaceae;Simaba;cedron
weko;Fabaceae;Inga;Indet.
busi mango;Clusiaceae;Tovomita;sp.11 CAY-ATDN
maho rouge;Lecythidaceae;Eschweilera;parviflora
weti udu;Euphorbiaceae;Mabea;piriri
bakuman;Sapotaceae;Indet.Indet.;Indet.
cŠdre;Lauraceae;Licaria;cannella
bofom peto;Dichapetalaceae;Tapura;capitulifera
koko;Indet.;Indet.Indet.;Indet.
maho rouge;Lecythidaceae;Lecythis;persistens
patawa;Arecaceae;Oenocarpus;bataua
man tapuhupa;Lecythidaceae;Gustavia;hexapetala
baolifi;Polygonaceae;Coccoloba;mollis
wapa;Fabaceae;Eperua;falcata
busi mango;Clusiaceae;Tovomita;sp.11 CAY-ATDN
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho rouge;Lecythidaceae;Indet.Indet.;Indet.
wata tiki;Euphorbiaceae;Sandwithia;guyanensis
moni;Burseraceae;Protium;opacum
dodomisinga;Fabaceae;Parkia;velutina
pulu;Moraceae;Helicostylis;pedunculata
wakapu gitin;Fabaceae;Recordoxylon;speciosum
podo tiki;Annonaceae;Indet.Indet.;Indet.
wapa;Fabaceae;Eperua;falcata
weko;Fabaceae;Inga;Indet.
lebi koko;Chrysobalanaceae;Licania;alba
busi mango;Clusiaceae;Tovomita;sp.11 CAY-ATDN
maho rouge;Lecythidaceae;Lecythis;persistens
wan ede;Simaroubaceae;Simaba;cedron
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
bois canon;Urticaceae;Cecropia;obtusa
weko;Fabaceae;Inga;rubiginosa
siton paya;Moraceae;Indet.Indet.;Indet.
wan ede;Simaroubaceae;Simaba;cedron
busi mango;Clusiaceae;Tovomita;sp.11 CAY-ATDN
encens;Burseraceae;Protium;opacum
bakuman;Sapotaceae;Pouteria;melanopoda
weko;Fabaceae;Inga;Indet.
maho cochon;Malvaceae;Sterculia;pruriens
boliken koko;Chrysobalanaceae;Licania;heteromorpha
agusiton;Rubiaceae;Amaioua;guianensis
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
aganananga;Malvaceae;Catostemma;fragrans
sipiki udu;Euphorbiaceae;Chaetocarpus;schomburgkianus
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho rouge;Lecythidaceae;Lecythis;persistens
wapa;Fabaceae;Eperua;falcata
pepe boiti;Sapotaceae;Chrysophyllum;prieurii
weti sali;Burseraceae;Protium;sagotianum
wapa;Fabaceae;Eperua;falcata
boliken koko;Chrysobalanaceae;Licania;heteromorpha
wapa;Fabaceae;Eperua;falcata
weti udu;Euphorbiaceae;Mabea;piriri
topi;Olacaceae;Heisteria;densifrons
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
meli;Lecythidaceae;Lecythis;poiteaui
busi kosu;Fabaceae;Swartzia;polyphylla
boliken koko;Chrysobalanaceae;Licania;heteromorpha
wapa;Fabaceae;Eperua;falcata
maho noir;Lecythidaceae;Eschweilera;sagotiana
bofom peto;Dichapetalaceae;Tapura;capitulifera
boliken koko;Chrysobalanaceae;Licania;heteromorpha
grignon franc;Lauraceae;Sextonia;rubra
copaya;Bignoniaceae;Jacaranda;copaia
wapa;Fabaceae;Eperua;falcata
weti paya;Moraceae;Helicostylis;pedunculata
bofom peto;Dichapetalaceae;Tapura;capitulifera
maho noir;Lecythidaceae;Eschweilera;sagotiana
bofom peto;Dichapetalaceae;Tapura;capitulifera
busi kosu;Elaeocarpaceae;Sloanea;laxiflora
wakapu;Fabaceae;Vouacapoua;americana
busi mango;Clusiaceae;Tovomita;sp.2CAY-ATDN
adugue;Fabaceae;Swartzia;guianensis
maho rouge;Lecythidaceae;Lecythis;persistens
maho noir;Lecythidaceae;Eschweilera;sagotiana
funguti koko;Chrysobalanaceae;Licania;ovalifolia
boco;Fabaceae;Bocoa;prouacensis
wapa;Fabaceae;Eperua;falcata
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho noir;Lecythidaceae;Eschweilera;sagotiana
kimboto;Sapotaceae;Pradosia;cochlearia
maho rouge;Lecythidaceae;Lecythis;persistens
weti koko;Putranjivaceae;Drypetes;variabilis
boco;Fabaceae;Bocoa;prouacensis
niamboka;Sapotaceae;Pouteria;guianensis
weti sali;Siparunaceae;Siparuna;decipiens
patawa;Arecaceae;Oenocarpus;bacaba
maho rouge;Lecythidaceae;Eschweilera;sagotiana
boco;Fabaceae;Bocoa;prouacensis
weti sali;Siparunaceae;Siparuna;decipiens
boco;Fabaceae;Bocoa;prouacensis
niamboka;Sapotaceae;Pouteria;hispida
Symphonia;Clusiaceae;Symphonia;sp.1
kukuniefu;Clusiaceae;Garcinia;madruno
tatu udu;Humiriaceae;Vantanea;parviflora
encens;Anacardiaceae;Thyrsodium;guianense
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho rouge;Lecythidaceae;Lecythis;persistens
kimboto;Sapotaceae;Pradosia;cochlearia
boliken koko;Chrysobalanaceae;Licania;heteromorpha
wakapu;Fabaceae;Vouacapoua;americana
boliken koko;Chrysobalanaceae;Licania;heteromorpha
baaka koko;Ebenaceae;Diospyros;carbonaria
buguni;Fabaceae;Inga;loubryana
maho rouge;Lecythidaceae;Lecythis;persistens
boco;Fabaceae;Bocoa;prouacensis
weti koko;Chrysobalanaceae;Licania;ovalifolia
niamboka;Sapotaceae;Pouteria;fimbriata
weti paya;Moraceae;Trymatococcus;oligandrus
bakuman;Sapotaceae;Micropholis;guyanensis
maho noir;Lecythidaceae;Lecythis;persistens
lebi koko;Chrysobalanaceae;Licania;alba
kumanti udu;Apocynaceae;Aspidosperma;desmanthum
anangosi;Sapotaceae;Pouteria;flavilatex
wan ede;Simaroubaceae;Simaba;cedron
weko;Fabaceae;Inga;jenmanii
maho rouge;Lecythidaceae;Lecythis;persistens
maho rouge;Lecythidaceae;Lecythis;persistens
weti paya;Moraceae;Brosimum;guianense
maho rouge;Lecythidaceae;Lecythis;persistens
pulu;Moraceae;Perebea;rubra
niamboka;Sapotaceae;Pouteria;cicatricata
koko;Icacinaceae;Poraqueiba;guianensis
busi mango;Clusiaceae;Tovomita;sp.2 CAY-ATDN
akoinsiba;Sapotaceae;Pouteria;ambelaniifolia
aganananga;Malvaceae;Catostemma;fragrans
boliken koko;Chrysobalanaceae;Licania;heteromorpha
encens;Burseraceae;Protium;opacum
bofom peto;Dichapetalaceae;Tapura;capitulifera
muamba;Annonaceae;Oxandra;asbeckii
tossopassa montagne;Myristicaceae;Iryanthera;sagotiana
weti paya;Moraceae;Trymatococcus;oligandrus
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
busi cacao;Malvaceae;Theobroma;subincanum
busi kosu;Elaeocarpaceae;Sloanea;sp.21CAY-ATDN
bakuman;Sapotaceae;Pouteria;guianensis
kumanti udu;Apocynaceae;Aspidosperma;album
boco;Fabaceae;Bocoa;prouacensis
weko;Myrtaceae;Eugenia;cupulata
weti bakuman;Sapotaceae;Pouteria;engleri
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho noir;Lecythidaceae;Eschweilera;sagotiana
tossopassa montagne;Myristicaceae;Iryanthera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
lebi koko;Chrysobalanaceae;Licania;alba
maho cochon;Fabaceae;Tachigali;melinonii
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho rouge;Lecythidaceae;Lecythis;persistens
sipiki udu;Euphorbiaceae;Chaetocarpus;schomburgkianus
boliken koko;Chrysobalanaceae;Licania;heteromorpha
wan ede;Simaroubaceae;Simaba;cedron
Moronobea;Clusiaceae;Moronobea;coccinea
boco;Fabaceae;Bocoa;prouacensis
maho noir;Lecythidaceae;Eschweilera;sagotiana
aganananga;Malvaceae;Catostemma;fragrans
weti paya;Moraceae;Trymatococcus;oligandrus
maho noir;Lecythidaceae;Lecythis;persistens
maho noir;Lecythidaceae;Lecythis;persistens
akoinsiba;Sapotaceae;Pouteria;eugeniifolia
bofom peto;Dichapetalaceae;Tapura;capitulifera
bakuman;Sapotaceae;Pouteria;sagotiana
boco;Fabaceae;Bocoa;prouacensis
tossopassa montagne;Myristicaceae;Iryanthera;sagotiana
Moronobea;Clusiaceae;Moronobea;coccinea
aso udu;Annonaceae;Unonopsis;rufescens
ang‚lique;Fabaceae;Dicorynia;guianensis
pepe boiti;Sapotaceae;Chrysophyllum;prieurii
boliken koko;Chrysobalanaceae;Licania;heteromorpha
niamboka;Sapotaceae;Pouteria;torta
funguti koko;Chrysobalanaceae;Licania;ovalifolia
busi mango;Clusiaceae;Tovomita;sp.2CAY-ATDN
lebi koko;Chrysobalanaceae;Licania;alba
kimboto;Sapotaceae;Pradosia;cochlearia
santi koko;Chrysobalanaceae;Licania;membranacea
maho noir;Lecythidaceae;Eschweilera;sagotiana
santi koko;Chrysobalanaceae;Licania;membranacea
gaan moni;Burseraceae;Dacryodes;sp.4CAY-ATDN
bugu bugu;Fabaceae;Swartzia;polyphylla
kakabuku;Fabaceae;Swartzia;panacoco
akoinsiba;Sapotaceae;Pouteria;eugeniifolia
maho noir;Lecythidaceae;Eschweilera;sagotiana
santi koko;Chrysobalanaceae;Licania;membranacea
bofo paya;Moraceae;Brosimum;rubescens
bakuman;Sapotaceae;Pouteria;bilocularis
bofom peto;Dichapetalaceae;Tapura;capitulifera
maho noir;Lecythidaceae;Eschweilera;sagotiana
aso udu;Annonaceae;Unonopsis;rufescens
niamboka;Sapotaceae;Pouteria;eugeniifolia
bofom peto;Dichapetalaceae;Tapura;capitulifera
busi kanambuli;Simaroubaceae;Simaba;morettii
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Lecythis;persistens
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
cŠdre cannelle;Lauraceae;Licaria;chrysophylla
maho noir;Lecythidaceae;Eschweilera;sagotiana
kusisi;Euphorbiaceae;Conceveiba;guianensis
ang‚lique;Fabaceae;Dicorynia;guianensis
bakuman;Sapotaceae;Micropholis;melinoniana
aso udu;Annonaceae;Unonopsis;rufescens
maho noir;Lecythidaceae;Eschweilera;sagotiana
bofom peto;Dichapetalaceae;Tapura;capitulifera
bofom peto;Dichapetalaceae;Tapura;capitulifera
maho noir;Lecythidaceae;Eschweilera;sagotiana
ang‚lique;Fabaceae;Dicorynia;guianensis
ang‚lique;Fabaceae;Dicorynia;guianensis
maho noir;Lecythidaceae;Eschweilera;sagotiana
weti koko;Linaceae;Hebepetalum;humiriifolium
bofo udu;Humiriaceae;Sacoglottis;guianensis
maho noir;Lecythidaceae;Eschweilera;sagotiana
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
maho noir;Lecythidaceae;Lecythis;persistens
boco;Fabaceae;Bocoa;prouacensis
mamadosu;Rubiaceae;Duroia;longiflora
aso udu;Annonaceae;Unonopsis;rufescens
maho noir;Lecythidaceae;Eschweilera;sagotiana
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
comou;Arecaceae;Oenocarpus;bacaba
muamba;Annonaceae;Oxandra;asbeckii
geli apisi;Lauraceae;Aniba;williamsii
maho noir;Lecythidaceae;Eschweilera;sagotiana
koko;Olacaceae;Heisteria;ovata
maho noir;Lecythidaceae;Lecythis;persistens
balata pomme;Sapotaceae;Chrysophyllum;sanguinolentum
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
tingi moni;Burseraceae;Protium;subserratum
comou;Arecaceae;Oenocarpus;bacaba
wan ede;Simaroubaceae;Simaba;cedron
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
meli;Lecythidaceae;Lecythis;poiteaui
aso udu;Annonaceae;Unonopsis;rufescens
baaka apisi;Lauraceae;Endlicheria;melinonii
santi koko;Chrysobalanaceae;Licania;micrantha
tossopassa montagne;Myristicaceae;Iryanthera;sagotiana
bofom peto;Dichapetalaceae;Tapura;capitulifera
boco;Fabaceae;Bocoa;prouacensis
busi banda;Myrtaceae;Eugenia;pseudopsidium
bofom peto;Dichapetalaceae;Tapura;capitulifera
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
encens;Anacardiaceae;Thyrsodium;guianense
boco;Fabaceae;Bocoa;prouacensis
bakuman;Sapotaceae;Micropholis;melinoniana
comou;Arecaceae;Oenocarpus;bacaba
maho cochon;Malvaceae;Sterculia;pruriens
bofom peto;Dichapetalaceae;Tapura;capitulifera
weti paya;Moraceae;Trymatococcus;oligandrus
maho noir;Lecythidaceae;Eschweilera;sagotiana
pepe boiti;Sapotaceae;Chrysophyllum;prieurii
parcouri;Clusiaceae;Platonia;insignis
maho noir;Lecythidaceae;Eschweilera;sagotiana
busi kosu;Elaeocarpaceae;Sloanea;sp.21CAY-ATDN
boliken koko;Chrysobalanaceae;Licania;heteromorpha
weti koko;Linaceae;Hebepetalum;humiriifolium
busi cacao;Malvaceae;Theobroma;subincanum
bofom peto;Dichapetalaceae;Tapura;capitulifera
dokali;Moraceae;Brosimum;utile
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho rouge;Lecythidaceae;Lecythis;persistens
muamba;Annonaceae;Oxandra;asbeckii
pepe boiti;Sapotaceae;Chrysophyllum;prieurii
bofom peto;Dichapetalaceae;Tapura;capitulifera
akoinsiba;Sapotaceae;Pouteria;eugeniifolia
maho rouge;Lecythidaceae;Lecythis;persistens
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
Eperua grandiflora;Fabaceae;Eperua;grandiflora
malobi;Sapotaceae;Ecclinusa;ramiflora
maho noir;Lecythidaceae;Eschweilera;sagotiana
boliken koko;Chrysobalanaceae;Licania;heteromorpha
bofom peto;Dichapetalaceae;Tapura;capitulifera
busi mango;Clusiaceae;Tovomita;sp.5CAY-ATDN
boliken koko;Chrysobalanaceae;Licania;heteromorpha
acacia franc;Fabaceae;Enterolobium;oldemanii
maho rouge;Lecythidaceae;Lecythis;persistens
wakapu;Fabaceae;Vouacapoua;americana
muamba;Annonaceae;Oxandra;asbeckii
koko;Chrysobalanaceae;Licania;sprucei
maho rouge;Lecythidaceae;Lecythis;persistens
niamboka;Sapotaceae;Pouteria;torta
aganananga;Malvaceae;Catostemma;fragrans
busi mango;Clusiaceae;Tovomita;sp.2CAY-ATDN
maho noir;Lecythidaceae;Eschweilera;sagotiana
meli;Lecythidaceae;Lecythis;poiteaui
wan ede;Simaroubaceae;Simaba;cedron
Eperua grandiflora;Fabaceae;Eperua;grandiflora
santi koko;Chrysobalanaceae;Licania;micrantha
boliken koko;Chrysobalanaceae;Licania;heteromorpha
weti koko;Sapindaceae;Talisia;hexaphylla
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
tatu udu;Siparunaceae;Siparuna;decipiens
tamalin;Fabaceae;Abarema;jupunba
grignon franc;Lauraceae;Sextonia;rubra
maho noir;Lecythidaceae;Eschweilera;sagotiana
pepe angasa udu;Annonaceae;Duguetia;calycina
busi kasu;Anacardiaceae;Anacardium;spruceanum
boliken koko;Chrysobalanaceae;Licania;heteromorpha
Eperua grandiflora;Fabaceae;Eperua;grandiflora
akoinsiba;Sapotaceae;Pouteria;hispida
weti udu;Loganiaceae;Antonia;ovata
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
niamboka;Sapotaceae;Pouteria;guianensis
boco;Fabaceae;Bocoa;prouacensis
boliken koko;Chrysobalanaceae;Licania;heteromorpha
aso udu;Annonaceae;Unonopsis;rufescens
muamba;Annonaceae;Oxandra;asbeckii
lebi koko;Chrysobalanaceae;Couepia;guianensis
maho noir;Lecythidaceae;Eschweilera;sagotiana
maho noir;Lecythidaceae;Eschweilera;sagotiana
busi mango;Clusiaceae;Tovomita;sp.2CAY-ATDN
koko;Chrysobalanaceae;Licania;canescens
maho noir;Lecythidaceae;Eschweilera;sagotiana
boco;Fabaceae;Bocoa;prouacensis
boco;Fabaceae;Bocoa;prouacensis
bofom peto;Dichapetalaceae;Tapura;capitulifera
lebi koko;Chrysobalanaceae;Parinari;montana
muamba;Annonaceae;Oxandra;asbeckii
santi koko;Chrysobalanaceae;Licania;micrantha
lebi koko;Chrysobalanaceae;Couepia;bracteosa
aso udu;Annonaceae;Unonopsis;rufescens
geli koko;Euphorbiaceae;Pogonophora;schomburgkiana
boliken koko;Chrysobalanaceae;Licania;heteromorpha
maho noir;Lecythidaceae;Eschweilera;sagotiana
bofo udu;Humiriaceae;Humiriastrum;subcrenatum
meli;Lecythidaceae;Eschweilera;congestiflora
